7.36,7.10,7.31,10.92,11.04,10.24,11.37,13.27,14.17,16.58,15.32,,,15.80,,,,,
8.16,7.84,8.21,8.64,8.90,8.13,8.26,10.01,10.25,10.74,11.02,,,,,,,,
71.50,72.00,80.07,88.52,91.44,87.58,95.60,103.85,106.29,99.61,98.98,,,,,,,,
60.10,54.88,52.49,53.54,47.48,43.08,45.14,44.08,44.05,39.42,34.74,,,37.90,,,,,
26.98,25.89,26.07,26.01,25.02,22.88,22.18,24.64,23.35,23.07,22.45,,,21.60,,,,,
41.61,37.99,38.87,39.51,39.32,33.72,34.85,37.01,35.31,35.06,33.18,,,30.10,,,,,
24.86,21.54,23.58,26.57,25.94,23.40,24.97,25.04,24.22,21.76,19.00,,,18.94,,,,,
38.38,34.02,33.32,34.02,33.69,31.24,34.14,33.39,32.90,27.45,22.71,,,22.10,,,,,
10.65,10.46,10.87,11.00,12.39,13.86,15.05,16.94,17.23,18.10,16.34,,,,,,,,
68.21,61.93,63.75,65.19,64.23,66.05,73.13,76.18,79.48,85.13,88.89,,,,,,,,
51.42,48.96,52.99,54.85,55.78,53.91,60.21,62.88,60.72,60.75,59.81,,,61.30,,,,,
91.95,81.52,85.40,86.42,84.98,83.86,81.90,79.19,69.39,75.31,73.09,,,77.00,,,,,
36.49,35.88,41.24,41.93,39.91,40.40,42.60,44.79,46.75,49.57,52.95,,,53.04,,,,,
68.12,66.94,70.38,73.58,74.68,71.49,74.84,77.80,80.04,78.91,69.53,,,67.70,,,,,
110.17,104.27,107.18,111.46,104.61,101.78,111.30,119.40,109.55,115.69,124.70,,,127.00,,,,,
162.49,169.44,176.86,183.22,186.92,184.51,187.76,193.44,190.97,181.06,159.44,,,172.38,,,,,
59.97,56.74,57.01,61.08,62.62,64.22,68.02,69.23,63.48,60.80,59.75,,,,,,,,
71.41,71.09,78.57,86.28,84.75,83.30,86.38,86.97,88.08,84.76,81.40,,,88.40,,,,,
168.47,164.16,155.64,143.87,131.59,127.42,135.92,140.89,145.30,150.05,153.67,,,174.37,,,,,
75.73,73.46,77.96,75.62,76.56,75.25,74.11,72.67,74.21,75.29,74.97,,,83.70,,,,,
16.19,18.27,17.37,12.65,10.98,10.81,10.36,12.40,12.25,12.43,13.59,,,14.27,,,,,
41.05,36.50,36.24,34.89,34.76,32.13,32.97,33.87,35.21,37.57,36.07,,,32.60,,,,,
116.92,109.22,115.19,108.30,100.44,94.51,96.49,99.68,100.96,95.03,92.97,,,91.10,,,,,
83.64,77.22,78.79,73.52,72.20,69.90,65.69,62.64,59.10,51.06,55.48,,,65.05,,,,,
73.25,73.34,76.03,75.46,72.91,69.50,66.93,65.38,62.29,61.35,60.93,,,,,,,,
5.91,5.47,5.29,5.19,5.09,5.37,5.07,4.95,5.16,5.16,5.09,,,4.56,,,,,
48.16,43.59,48.54,45.43,43.18,40.99,40.86,40.77,37.89,38.81,40.50,,,48.05,,,,,
50.88,46.19,48.17,43.57,41.10,37.28,36.13,33.82,34.12,32.09,28.07,,,33.63,,,,,
9.91,8.93,10.17,10.08,9.31,8.72,8.15,8.26,8.31,7.86,7.63,,,8.50,,,,,
12.34,13.04,12.01,10.75,11.02,10.44,10.15,11.12,10.48,10.02,9.32,,,9.66,,,,,
34.74,33.85,33.80,34.01,32.86,31.85,31.19,32.24,33.17,34.86,36.86,,,43.34,,,,,
