nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29600.0,35000.0,-2500.0,-7699.999999999985,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4200.0,1700.0,-600.0,-4000.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7200.0,-22999.999999999884,-101600.0,-101700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-39500.0,-62400.0,-122400.0,-95899.99999999994,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2300.0,-18200.0,-32500.0,-30500.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-3000.0,-19200.0,-36900.0,-36500.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16700.0,-9199.99999999997,-47300.0,-49500.00000000003,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-5000.0,12400.0,-61100.00000000006,-73700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11599.99999999997,8800.000000000015,10300.0,-11700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30299.999999999884,2800.0,-33300.0,-24600.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10199.999999999942,-19300.0,-36100.0,-53500.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-54300.0,-164600.0,-211600.0,-217700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4600.000000000058,-30500.0,-33200.0,-27399.99999999994,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6200.0,-47900.0,-125000.0,-152100.00000000012,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,15100.0,-54800.0,-118200.0,-69500.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-78200.0,-187000.00000000023,-455100.0,-485199.99999999977,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51800.0,-59199.99999999994,-123000.0,-171900.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,24000.0,-43199.99999999988,-96300.0,-102099.99999999988,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-100700.0,-153899.99999999977,-138800.0,-120300.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-45999.99999999988,-110899.99999999988,-67600.0,-101200.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-57200.0,-54300.0,-9500.0,1399.9999999999854,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7100.0,-22100.0,-18699.99999999994,-22800.00000000006,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-34100.0,-163600.0,-204400.0,-169900.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-26500.000000000116,-56000.00000000012,-19000.0,-54700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-46200.0,-85900.0,-72599.99999999988,-57400.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-10100.0,-9500.0,-9500.000000000007,-8200.000000000007,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22699.99999999994,-73900.0,-70600.0,-72200.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-55200.0,-105799.99999999994,-101400.0,-101000.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-12800.0,-28300.0,-24100.0,-19500.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-27799.999999999985,-20200.0,-10600.0,-14700.0,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-12500.0,-23600.0,-26500.0,-22900.0,nan,nan,nan,nan,nan,nan,nan,nan
